,Unnamed: 0.1,filepath,Unnamed: 0,db,spectra,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
1219,1219,data/B_OriginalImg/NI/Strong/P017/Sadness/007.jpeg,6445,oulucasia,nir,007.jpeg,oulucasia-P017-Sadness-007.jpg,P017,Sadness,jpeg,cauca,2.0,-0.7279841996982808,-0.346659142713467,Sad,,,,jpg,train
1220,1220,data/B_OriginalImg/NI/Strong/P017/Sadness/015.jpeg,6446,oulucasia,nir,015.jpeg,oulucasia-P017-Sadness-015.jpg,P017,Sadness,jpeg,cauca,2.0,-0.8287984199698281,-0.3946659142713467,Sad,,,,jpg,train
1221,1221,data/B_OriginalImg/NI/Strong/P017/Sadness/008.jpeg,6447,oulucasia,nir,008.jpeg,oulucasia-P017-Sadness-008.jpg,P017,Sadness,jpeg,cauca,2.0,-0.756,-0.36,Sad,,,,jpg,train
1222,1222,data/B_OriginalImg/NI/Strong/P017/Surprise/001.jpeg,6448,oulucasia,nir,001.jpeg,oulucasia-P017-Surprise-001.jpg,P017,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1223,1223,data/B_OriginalImg/NI/Strong/P017/Surprise/010.jpeg,6449,oulucasia,nir,010.jpeg,oulucasia-P017-Surprise-010.jpg,P017,Surprise,jpeg,cauca,3.0,0.2888172188390551,0.8183154533773229,Surprise,,,,jpg,train
1224,1224,data/B_OriginalImg/NI/Strong/P017/Surprise/000.jpeg,6450,oulucasia,nir,000.jpeg,oulucasia-P017-Surprise-000.jpg,P017,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1225,1225,data/B_OriginalImg/NI/Strong/P018/Anger/010.jpeg,6451,oulucasia,nir,010.jpeg,oulucasia-P018-Anger-010.jpg,P018,Anger,jpeg,cauca,6.0,-0.3500921724142946,0.6365312225714447,Anger,,,,jpg,train
1226,1226,data/B_OriginalImg/NI/Strong/P018/Anger/016.jpeg,6452,oulucasia,nir,016.jpeg,oulucasia-P018-Anger-016.jpg,P018,Anger,jpeg,cauca,6.0,-0.4053259636110524,0.7369562974746408,Anger,,,,jpg,train
1227,1227,data/B_OriginalImg/NI/Strong/P018/Anger/001.jpeg,6453,oulucasia,nir,001.jpeg,oulucasia-P018-Anger-001.jpg,P018,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1228,1228,data/B_OriginalImg/NI/Strong/P018/Disgust/005.jpeg,6454,oulucasia,nir,005.jpeg,oulucasia-P018-Disgust-005.jpg,P018,Disgust,jpeg,cauca,5.0,-0.6040101551878176,0.4718829337404825,Disgust,,,,jpg,train
1229,1229,data/B_OriginalImg/NI/Strong/P018/Disgust/004.jpeg,6455,oulucasia,nir,004.jpeg,oulucasia-P018-Disgust-004.jpg,P018,Disgust,jpeg,cauca,5.0,-0.5760000000000001,0.45,Disgust,,,,jpg,train
1230,1230,data/B_OriginalImg/NI/Strong/P018/Disgust/008.jpeg,6456,oulucasia,nir,008.jpeg,oulucasia-P018-Disgust-008.jpg,P018,Disgust,jpeg,cauca,5.0,-0.6336,0.495,Disgust,,,,jpg,train
1231,1231,data/B_OriginalImg/NI/Strong/P018/Fear/010.jpeg,6457,oulucasia,nir,010.jpeg,oulucasia-P018-Fear-010.jpg,P018,Fear,jpeg,cauca,4.0,-0.0888411600749225,0.7107292805993801,Fear,,,,jpg,train
1232,1232,data/B_OriginalImg/NI/Strong/P018/Fear/016.jpeg,6458,oulucasia,nir,016.jpeg,oulucasia-P018-Fear-016.jpg,P018,Fear,jpeg,cauca,4.0,-0.0970064227052795,0.7760513816422361,Fear,,,,jpg,train
1233,1233,data/B_OriginalImg/NI/Strong/P018/Fear/018.jpeg,6459,oulucasia,nir,018.jpeg,oulucasia-P018-Fear-018.jpg,P018,Fear,jpeg,cauca,4.0,-0.0980693022711167,0.784554418168934,Fear,,,,jpg,train
1234,1234,data/B_OriginalImg/NI/Strong/P018/Happiness/012.jpeg,6460,oulucasia,nir,012.jpeg,oulucasia-P018-Happiness-012.jpg,P018,Happiness,jpeg,cauca,1.0,0.890907045526451,0.1452565835097474,Happy,,,,jpg,train
1235,1235,data/B_OriginalImg/NI/Strong/P018/Happiness/002.jpeg,6461,oulucasia,nir,002.jpeg,oulucasia-P018-Happiness-002.jpg,P018,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1236,1236,data/B_OriginalImg/NI/Strong/P018/Happiness/016.jpeg,6462,oulucasia,nir,016.jpeg,oulucasia-P018-Happiness-016.jpg,P018,Happiness,jpeg,cauca,1.0,0.9108,0.1485,Happy,,,,jpg,train
1237,1237,data/B_OriginalImg/NI/Strong/P018/Sadness/004.jpeg,6463,oulucasia,nir,004.jpeg,oulucasia-P018-Sadness-004.jpg,P018,Sadness,jpeg,cauca,2.0,-0.5939938565714801,-0.2828542174149905,Sad,,,,jpg,train
1238,1238,data/B_OriginalImg/NI/Strong/P018/Sadness/010.jpeg,6464,oulucasia,nir,010.jpeg,oulucasia-P018-Sadness-010.jpg,P018,Sadness,jpeg,cauca,2.0,-0.8010106537976526,-0.3814336446655489,Sad,,,,jpg,train
1239,1239,data/B_OriginalImg/NI/Strong/P018/Sadness/009.jpeg,6465,oulucasia,nir,009.jpeg,oulucasia-P018-Sadness-009.jpg,P018,Sadness,jpeg,cauca,2.0,-0.7869995830636637,-0.3747617062207923,Sad,,,,jpg,train
1240,1240,data/B_OriginalImg/NI/Strong/P018/Surprise/008.jpeg,6466,oulucasia,nir,008.jpeg,oulucasia-P018-Surprise-008.jpg,P018,Surprise,jpeg,cauca,3.0,0.2480941278346231,0.702933362198099,Surprise,,,,jpg,train
1241,1241,data/B_OriginalImg/NI/Strong/P018/Surprise/017.jpeg,6467,oulucasia,nir,017.jpeg,oulucasia-P018-Surprise-017.jpg,P018,Surprise,jpeg,cauca,3.0,0.29278770244947,0.8295651569401652,Surprise,,,,jpg,train
1242,1242,data/B_OriginalImg/NI/Strong/P018/Surprise/013.jpeg,6468,oulucasia,nir,013.jpeg,oulucasia-P018-Surprise-013.jpg,P018,Surprise,jpeg,cauca,3.0,0.28266092134754,0.8008726104846968,Surprise,,,,jpg,train
1243,1243,data/B_OriginalImg/NI/Strong/P019/Anger/002.jpeg,6469,oulucasia,nir,002.jpeg,oulucasia-P019-Anger-002.jpg,P019,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1244,1244,data/B_OriginalImg/NI/Strong/P019/Anger/012.jpeg,6470,oulucasia,nir,012.jpeg,oulucasia-P019-Anger-012.jpg,P019,Anger,jpeg,cauca,6.0,-0.3575520333941431,0.6500946061711693,Anger,,,,jpg,train
1245,1245,data/B_OriginalImg/NI/Strong/P019/Anger/006.jpeg,6471,oulucasia,nir,006.jpeg,oulucasia-P019-Anger-006.jpg,P019,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1246,1246,data/B_OriginalImg/NI/Strong/P019/Disgust/001.jpeg,6472,oulucasia,nir,001.jpeg,oulucasia-P019-Disgust-001.jpg,P019,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1247,1247,data/B_OriginalImg/NI/Strong/P019/Disgust/008.jpeg,6473,oulucasia,nir,008.jpeg,oulucasia-P019-Disgust-008.jpg,P019,Disgust,jpeg,cauca,5.0,-0.6175283729010231,0.4824440413289243,Disgust,,,,jpg,train
1248,1248,data/B_OriginalImg/NI/Strong/P019/Disgust/003.jpeg,6474,oulucasia,nir,003.jpeg,oulucasia-P019-Disgust-003.jpg,P019,Disgust,jpeg,cauca,5.0,-0.4577257044201087,0.3575982065782099,Disgust,,,,jpg,train
1249,1249,data/B_OriginalImg/NI/Strong/P019/Fear/000.jpeg,6475,oulucasia,nir,000.jpeg,oulucasia-P019-Fear-000.jpg,P019,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1250,1250,data/B_OriginalImg/NI/Strong/P019/Fear/002.jpeg,6476,oulucasia,nir,002.jpeg,oulucasia-P019-Fear-002.jpg,P019,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1251,1251,data/B_OriginalImg/NI/Strong/P019/Fear/019.jpeg,6477,oulucasia,nir,019.jpeg,oulucasia-P019-Fear-019.jpg,P019,Fear,jpeg,cauca,4.0,-0.0984494842201673,0.787595873761339,Fear,,,,jpg,train
1252,1252,data/B_OriginalImg/NI/Strong/P019/Happiness/008.jpeg,6478,oulucasia,nir,008.jpeg,oulucasia-P019-Happiness-008.jpg,P019,Happiness,jpeg,cauca,1.0,0.8146556235656781,0.1328242864509257,Happy,,,,jpg,train
1253,1253,data/B_OriginalImg/NI/Strong/P019/Happiness/011.jpeg,6479,oulucasia,nir,011.jpeg,oulucasia-P019-Happiness-011.jpg,P019,Happiness,jpeg,cauca,1.0,0.8732619939684002,0.1423796729296304,Happy,,,,jpg,train
1254,1254,data/B_OriginalImg/NI/Strong/P019/Happiness/003.jpeg,6480,oulucasia,nir,003.jpeg,oulucasia-P019-Happiness-003.jpg,P019,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1255,1255,data/B_OriginalImg/NI/Strong/P019/Sadness/004.jpeg,6481,oulucasia,nir,004.jpeg,oulucasia-P019-Sadness-004.jpg,P019,Sadness,jpeg,cauca,0.0,-0.5743686765458561,-0.2735088935932648,Neutral,,,,jpg,train
1256,1256,data/B_OriginalImg/NI/Strong/P019/Sadness/001.jpeg,6482,oulucasia,nir,001.jpeg,oulucasia-P019-Sadness-001.jpg,P019,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1257,1257,data/B_OriginalImg/NI/Strong/P019/Sadness/006.jpeg,6483,oulucasia,nir,006.jpeg,oulucasia-P019-Sadness-006.jpg,P019,Sadness,jpeg,cauca,2.0,-0.6906245295567305,-0.3288688235984431,Sad,,,,jpg,train
1258,1258,data/B_OriginalImg/NI/Strong/P019/Surprise/007.jpeg,6484,oulucasia,nir,007.jpeg,oulucasia-P019-Surprise-007.jpg,P019,Surprise,jpeg,cauca,3.0,0.2401421305509336,0.6804027032276453,Surprise,,,,jpg,train
1259,1259,data/B_OriginalImg/NI/Strong/P019/Surprise/014.jpeg,6485,oulucasia,nir,014.jpeg,oulucasia-P019-Surprise-014.jpg,P019,Surprise,jpeg,cauca,3.0,0.2880567848833951,0.8161608905029527,Surprise,,,,jpg,train
1260,1260,data/B_OriginalImg/NI/Strong/P019/Surprise/019.jpeg,6486,oulucasia,nir,019.jpeg,oulucasia-P019-Surprise-019.jpg,P019,Surprise,jpeg,cauca,3.0,0.2962232237646175,0.8392991339997495,Surprise,,,,jpg,train
1261,1261,data/B_OriginalImg/NI/Strong/P020/Anger/016.jpeg,6487,oulucasia,nir,016.jpeg,oulucasia-P020-Anger-016.jpg,P020,Anger,jpeg,cauca,6.0,-0.4141367292819904,0.7529758714218008,Anger,,,,jpg,train
1262,1262,data/B_OriginalImg/NI/Strong/P020/Anger/009.jpeg,6488,oulucasia,nir,009.jpeg,oulucasia-P020-Anger-009.jpg,P020,Anger,jpeg,cauca,6.0,-0.3506396246801916,0.6375265903276212,Anger,,,,jpg,train
1263,1263,data/B_OriginalImg/NI/Strong/P020/Anger/014.jpeg,6489,oulucasia,nir,014.jpeg,oulucasia-P020-Anger-014.jpg,P020,Anger,jpeg,cauca,6.0,-0.4031421838369952,0.7329857887945367,Anger,,,,jpg,train
1264,1264,data/B_OriginalImg/NI/Strong/P020/Disgust/017.jpeg,6490,oulucasia,nir,017.jpeg,oulucasia-P020-Disgust-017.jpg,P020,Disgust,jpeg,cauca,5.0,-0.618722573233466,0.4833770103386453,Disgust,,,,jpg,train
1265,1265,data/B_OriginalImg/NI/Strong/P020/Disgust/019.jpeg,6491,oulucasia,nir,019.jpeg,oulucasia-P020-Disgust-019.jpg,P020,Disgust,jpeg,cauca,5.0,-0.6257437251072029,0.4888622852400022,Disgust,,,,jpg,train
1266,1266,data/B_OriginalImg/NI/Strong/P020/Disgust/012.jpeg,6492,oulucasia,nir,012.jpeg,oulucasia-P020-Disgust-012.jpg,P020,Disgust,jpeg,cauca,5.0,-0.5820969136489645,0.4547632137882535,Disgust,,,,jpg,train
1267,1267,data/B_OriginalImg/NI/Strong/P020/Fear/008.jpeg,6493,oulucasia,nir,008.jpeg,oulucasia-P020-Fear-008.jpg,P020,Fear,jpeg,cauca,4.0,-0.0856155011171233,0.684924008936987,Fear,,,,jpg,train
1268,1268,data/B_OriginalImg/NI/Strong/P020/Fear/007.jpeg,6494,oulucasia,nir,007.jpeg,oulucasia-P020-Fear-007.jpg,P020,Fear,jpeg,cauca,4.0,-0.0816701928916756,0.6533615431334051,Fear,,,,jpg,train
1269,1269,data/B_OriginalImg/NI/Strong/P020/Fear/009.jpeg,6495,oulucasia,nir,009.jpeg,oulucasia-P020-Fear-009.jpg,P020,Fear,jpeg,cauca,4.0,-0.0887116210831531,0.7096929686652249,Fear,,,,jpg,train
1270,1270,data/B_OriginalImg/NI/Strong/P020/Happiness/000.jpeg,6496,oulucasia,nir,000.jpeg,oulucasia-P020-Happiness-000.jpg,P020,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1271,1271,data/B_OriginalImg/NI/Strong/P020/Happiness/007.jpeg,6497,oulucasia,nir,007.jpeg,oulucasia-P020-Happiness-007.jpg,P020,Happiness,jpeg,cauca,1.0,0.6666109592928887,0.1086865694499275,Happy,,,,jpg,train
1272,1272,data/B_OriginalImg/NI/Strong/P020/Happiness/011.jpeg,6498,oulucasia,nir,011.jpeg,oulucasia-P020-Happiness-011.jpg,P020,Happiness,jpeg,cauca,1.0,0.7987203800528105,0.1302261489216538,Happy,,,,jpg,train
1273,1273,data/B_OriginalImg/NI/Strong/P020/Sadness/004.jpeg,6499,oulucasia,nir,004.jpeg,oulucasia-P020-Sadness-004.jpg,P020,Sadness,jpeg,cauca,2.0,-0.6146535531965029,-0.292692168188811,Sad,,,,jpg,train
1274,1274,data/B_OriginalImg/NI/Strong/P020/Sadness/007.jpeg,6500,oulucasia,nir,007.jpeg,oulucasia-P020-Sadness-007.jpg,P020,Sadness,jpeg,cauca,2.0,-0.756,-0.36,Sad,,,,jpg,train
1275,1275,data/B_OriginalImg/NI/Strong/P020/Sadness/011.jpeg,6501,oulucasia,nir,011.jpeg,oulucasia-P020-Sadness-011.jpg,P020,Sadness,jpeg,cauca,2.0,-0.8174653553196503,-0.3892692168188811,Sad,,,,jpg,train
1276,1276,data/B_OriginalImg/NI/Strong/P020/Surprise/002.jpeg,6502,oulucasia,nir,002.jpeg,oulucasia-P020-Surprise-002.jpg,P020,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1277,1277,data/B_OriginalImg/NI/Strong/P020/Surprise/008.jpeg,6503,oulucasia,nir,008.jpeg,oulucasia-P020-Surprise-008.jpg,P020,Surprise,jpeg,cauca,3.0,0.2524532042261665,0.7152840786408053,Surprise,,,,jpg,train
1278,1278,data/B_OriginalImg/NI/Strong/P020/Surprise/001.jpeg,6504,oulucasia,nir,001.jpeg,oulucasia-P020-Surprise-001.jpg,P020,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1279,1279,data/B_OriginalImg/NI/Strong/P021/Anger/005.jpeg,6505,oulucasia,nir,005.jpeg,oulucasia-P021-Anger-005.jpg,P021,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1280,1280,data/B_OriginalImg/NI/Strong/P021/Anger/017.jpeg,6506,oulucasia,nir,017.jpeg,oulucasia-P021-Anger-017.jpg,P021,Anger,jpeg,cauca,6.0,-0.4253717690980078,0.7734032165418325,Anger,,,,jpg,train
1281,1281,data/B_OriginalImg/NI/Strong/P021/Anger/010.jpeg,6507,oulucasia,nir,010.jpeg,oulucasia-P021-Anger-010.jpg,P021,Anger,jpeg,cauca,6.0,-0.3805861823337256,0.6919748769704102,Anger,,,,jpg,train
1282,1282,data/B_OriginalImg/NI/Strong/P021/Disgust/005.jpeg,6508,oulucasia,nir,005.jpeg,oulucasia-P021-Disgust-005.jpg,P021,Disgust,jpeg,cauca,5.0,-0.5904471243084078,0.4612868158659436,Disgust,,,,jpg,train
1283,1283,data/B_OriginalImg/NI/Strong/P021/Disgust/006.jpeg,6509,oulucasia,nir,006.jpeg,oulucasia-P021-Disgust-006.jpg,P021,Disgust,jpeg,cauca,5.0,-0.6102938314648783,0.4767920558319361,Disgust,,,,jpg,train
1284,1284,data/B_OriginalImg/NI/Strong/P021/Disgust/009.jpeg,6510,oulucasia,nir,009.jpeg,oulucasia-P021-Disgust-009.jpg,P021,Disgust,jpeg,cauca,5.0,-0.6336,0.495,Disgust,,,,jpg,train
1285,1285,data/B_OriginalImg/NI/Strong/P021/Fear/003.jpeg,6511,oulucasia,nir,003.jpeg,oulucasia-P021-Fear-003.jpg,P021,Fear,jpeg,cauca,4.0,-0.0715196413156419,0.5721571305251358,Fear,,,,jpg,train
1286,1286,data/B_OriginalImg/NI/Strong/P021/Fear/008.jpeg,6512,oulucasia,nir,008.jpeg,oulucasia-P021-Fear-008.jpg,P021,Fear,jpeg,cauca,4.0,-0.0964888082657848,0.771910466126279,Fear,,,,jpg,train
1287,1287,data/B_OriginalImg/NI/Strong/P021/Fear/010.jpeg,6513,oulucasia,nir,010.jpeg,oulucasia-P021-Fear-010.jpg,P021,Fear,jpeg,cauca,4.0,-0.098480088917047,0.7878407113363766,Fear,,,,jpg,train
1288,1288,data/B_OriginalImg/NI/Strong/P021/Happiness/011.jpeg,6514,oulucasia,nir,011.jpeg,oulucasia-P021-Happiness-011.jpg,P021,Happiness,jpeg,cauca,1.0,0.8375541538209124,0.1365577424708009,Happy,,,,jpg,train
1289,1289,data/B_OriginalImg/NI/Strong/P021/Happiness/016.jpeg,6515,oulucasia,nir,016.jpeg,oulucasia-P021-Happiness-016.jpg,P021,Happiness,jpeg,cauca,1.0,0.8924590888885715,0.1455096340579192,Happy,,,,jpg,train
1290,1290,data/B_OriginalImg/NI/Strong/P021/Happiness/004.jpeg,6516,oulucasia,nir,004.jpeg,oulucasia-P021-Happiness-004.jpg,P021,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1291,1291,data/B_OriginalImg/NI/Strong/P021/Sadness/001.jpeg,6517,oulucasia,nir,001.jpeg,oulucasia-P021-Sadness-001.jpg,P021,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1292,1292,data/B_OriginalImg/NI/Strong/P021/Sadness/009.jpeg,6518,oulucasia,nir,009.jpeg,oulucasia-P021-Sadness-009.jpg,P021,Sadness,jpeg,cauca,2.0,-0.7770088864160737,-0.3700042316267018,Sad,,,,jpg,train
1293,1293,data/B_OriginalImg/NI/Strong/P021/Sadness/011.jpeg,6519,oulucasia,nir,011.jpeg,oulucasia-P021-Sadness-011.jpg,P021,Sadness,jpeg,cauca,2.0,-0.804577493711999,-0.3831321398628567,Sad,,,,jpg,train
1294,1294,data/B_OriginalImg/NI/Strong/P021/Surprise/008.jpeg,6520,oulucasia,nir,008.jpeg,oulucasia-P021-Surprise-008.jpg,P021,Surprise,jpeg,cauca,3.0,0.2894664247973545,0.8201548702591713,Surprise,,,,jpg,train
1295,1295,data/B_OriginalImg/NI/Strong/P021/Surprise/003.jpeg,6521,oulucasia,nir,003.jpeg,oulucasia-P021-Surprise-003.jpg,P021,Surprise,jpeg,cauca,3.0,0.2145589239469259,0.6079169511829567,Surprise,,,,jpg,train
1296,1296,data/B_OriginalImg/NI/Strong/P021/Surprise/000.jpeg,6522,oulucasia,nir,000.jpeg,oulucasia-P021-Surprise-000.jpg,P021,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1297,1297,data/B_OriginalImg/NI/Strong/P022/Anger/008.jpeg,6523,oulucasia,nir,008.jpeg,oulucasia-P022-Anger-008.jpg,P022,Anger,jpeg,cauca,6.0,-0.370264699531711,0.673208544603111,Anger,,,,jpg,train
1298,1298,data/B_OriginalImg/NI/Strong/P022/Anger/012.jpeg,6524,oulucasia,nir,012.jpeg,oulucasia-P022-Anger-012.jpg,P022,Anger,jpeg,cauca,6.0,-0.4122378768428715,0.7495234124415846,Anger,,,,jpg,train
1299,1299,data/B_OriginalImg/NI/Strong/P022/Anger/004.jpeg,6525,oulucasia,nir,004.jpeg,oulucasia-P022-Anger-004.jpg,P022,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1300,1300,data/B_OriginalImg/NI/Strong/P022/Disgust/010.jpeg,6526,oulucasia,nir,010.jpeg,oulucasia-P022-Disgust-010.jpg,P022,Disgust,jpeg,cauca,5.0,-0.5610978086757078,0.4383576630278967,Disgust,,,,jpg,train
1301,1301,data/B_OriginalImg/NI/Strong/P022/Disgust/008.jpeg,6527,oulucasia,nir,008.jpeg,oulucasia-P022-Disgust-008.jpg,P022,Disgust,jpeg,cauca,5.0,-0.5200756849369355,0.4063091288569808,Disgust,,,,jpg,train
1302,1302,data/B_OriginalImg/NI/Strong/P022/Disgust/001.jpeg,6528,oulucasia,nir,001.jpeg,oulucasia-P022-Disgust-001.jpg,P022,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1303,1303,data/B_OriginalImg/NI/Strong/P022/Fear/002.jpeg,6529,oulucasia,nir,002.jpeg,oulucasia-P022-Fear-002.jpg,P022,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1304,1304,data/B_OriginalImg/NI/Strong/P022/Fear/008.jpeg,6530,oulucasia,nir,008.jpeg,oulucasia-P022-Fear-008.jpg,P022,Fear,jpeg,cauca,4.0,-0.0941219839277251,0.7529758714218008,Fear,,,,jpg,train
1305,1305,data/B_OriginalImg/NI/Strong/P022/Fear/011.jpeg,6531,oulucasia,nir,011.jpeg,oulucasia-P022-Fear-011.jpg,P022,Fear,jpeg,cauca,4.0,-0.0979690823790952,0.7837526590327621,Fear,,,,jpg,train
1306,1306,data/B_OriginalImg/NI/Strong/P022/Happiness/022.jpeg,6532,oulucasia,nir,022.jpeg,oulucasia-P022-Happiness-022.jpg,P022,Happiness,jpeg,cauca,1.0,0.9108,0.1485,Happy,,,,jpg,train
1307,1307,data/B_OriginalImg/NI/Strong/P022/Happiness/015.jpeg,6533,oulucasia,nir,015.jpeg,oulucasia-P022-Happiness-015.jpg,P022,Happiness,jpeg,cauca,1.0,0.880175396214036,0.1435068580783754,Happy,,,,jpg,train
1308,1308,data/B_OriginalImg/NI/Strong/P022/Happiness/009.jpeg,6534,oulucasia,nir,009.jpeg,oulucasia-P022-Happiness-009.jpg,P022,Happiness,jpeg,cauca,1.0,0.7801681803683301,0.127201333755706,Happy,,,,jpg,train
1309,1309,data/B_OriginalImg/NI/Strong/P022/Sadness/008.jpeg,6535,oulucasia,nir,008.jpeg,oulucasia-P022-Sadness-008.jpg,P022,Sadness,jpeg,cauca,2.0,-0.7795464034679032,-0.3712125730799539,Sad,,,,jpg,train
1310,1310,data/B_OriginalImg/NI/Strong/P022/Sadness/009.jpeg,6536,oulucasia,nir,009.jpeg,oulucasia-P022-Sadness-009.jpg,P022,Sadness,jpeg,cauca,2.0,-0.7964924126944578,-0.3792821012830751,Sad,,,,jpg,train
1311,1311,data/B_OriginalImg/NI/Strong/P022/Sadness/006.jpeg,6537,oulucasia,nir,006.jpeg,oulucasia-P022-Sadness-006.jpg,P022,Sadness,jpeg,cauca,2.0,-0.7232823784726564,-0.3444201802250745,Sad,,,,jpg,train
1312,1312,data/B_OriginalImg/NI/Strong/P022/Surprise/001.jpeg,6538,oulucasia,nir,001.jpeg,oulucasia-P022-Surprise-001.jpg,P022,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1313,1313,data/B_OriginalImg/NI/Strong/P022/Surprise/010.jpeg,6539,oulucasia,nir,010.jpeg,oulucasia-P022-Surprise-010.jpg,P022,Surprise,jpeg,cauca,3.0,0.297,0.8415,Surprise,,,,jpg,train
1314,1314,data/B_OriginalImg/NI/Strong/P022/Surprise/004.jpeg,6540,oulucasia,nir,004.jpeg,oulucasia-P022-Surprise-004.jpg,P022,Surprise,jpeg,cauca,3.0,0.2524532042261665,0.7152840786408053,Surprise,,,,jpg,train
1315,1315,data/B_OriginalImg/NI/Strong/P023/Anger/014.jpeg,6541,oulucasia,nir,014.jpeg,oulucasia-P023-Anger-014.jpg,P023,Anger,jpeg,cauca,6.0,-0.4165185233826922,0.7573064061503496,Anger,,,,jpg,train
1316,1316,data/B_OriginalImg/NI/Strong/P023/Anger/018.jpeg,6542,oulucasia,nir,018.jpeg,oulucasia-P023-Anger-018.jpg,P023,Anger,jpeg,cauca,6.0,-0.4298354293196341,0.7815189623993348,Anger,,,,jpg,train
1317,1317,data/B_OriginalImg/NI/Strong/P023/Anger/019.jpeg,6543,oulucasia,nir,019.jpeg,oulucasia-P023-Anger-019.jpg,P023,Anger,jpeg,cauca,6.0,-0.4317552033394143,0.785009460617117,Anger,,,,jpg,train
1318,1318,data/B_OriginalImg/NI/Strong/P023/Disgust/000.jpeg,6544,oulucasia,nir,000.jpeg,oulucasia-P023-Disgust-000.jpg,P023,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1319,1319,data/B_OriginalImg/NI/Strong/P023/Disgust/015.jpeg,6545,oulucasia,nir,015.jpeg,oulucasia-P023-Disgust-015.jpg,P023,Disgust,jpeg,cauca,5.0,-0.5710652764136468,0.4461447471981615,Disgust,,,,jpg,train
1320,1320,data/B_OriginalImg/NI/Strong/P023/Disgust/009.jpeg,6546,oulucasia,nir,009.jpeg,oulucasia-P023-Disgust-009.jpg,P023,Disgust,jpeg,cauca,5.0,-0.4719127342301867,0.3686818236173333,Disgust,,,,jpg,train
1321,1321,data/B_OriginalImg/NI/Strong/P023/Fear/004.jpeg,6547,oulucasia,nir,004.jpeg,oulucasia-P023-Fear-004.jpg,P023,Fear,jpeg,cauca,4.0,-0.0757553798291767,0.6060430386334138,Fear,,,,jpg,train
1322,1322,data/B_OriginalImg/NI/Strong/P023/Fear/011.jpeg,6548,oulucasia,nir,011.jpeg,oulucasia-P023-Fear-011.jpg,P023,Fear,jpeg,cauca,4.0,-0.0979690823790952,0.7837526590327621,Fear,,,,jpg,train
1323,1323,data/B_OriginalImg/NI/Strong/P023/Fear/003.jpeg,6549,oulucasia,nir,003.jpeg,oulucasia-P023-Fear-003.jpg,P023,Fear,jpeg,cauca,0.0,-0.0654489270540778,0.5235914164326225,Neutral,,,,jpg,train
1324,1324,data/B_OriginalImg/NI/Strong/P023/Happiness/002.jpeg,6550,oulucasia,nir,002.jpeg,oulucasia-P023-Happiness-002.jpg,P023,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1325,1325,data/B_OriginalImg/NI/Strong/P023/Happiness/009.jpeg,6551,oulucasia,nir,009.jpeg,oulucasia-P023-Happiness-009.jpg,P023,Happiness,jpeg,cauca,1.0,0.8161469139650086,0.1330674316247296,Happy,,,,jpg,train
1326,1326,data/B_OriginalImg/NI/Strong/P023/Happiness/001.jpeg,6552,oulucasia,nir,001.jpeg,oulucasia-P023-Happiness-001.jpg,P023,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
1327,1327,data/B_OriginalImg/NI/Strong/P023/Sadness/031.jpeg,6553,oulucasia,nir,031.jpeg,oulucasia-P023-Sadness-031.jpg,P023,Sadness,jpeg,cauca,2.0,-0.8222742912000238,-0.3915591862857256,Sad,,,,jpg,train
