,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype
10020,oulucasia,nir,data/B_OriginalImg/NI/Strong/P061/Sadness/011.jpeg,011.jpeg,oulucasia-P061-Sadness-011.jpg,P061,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10021,oulucasia,nir,data/B_OriginalImg/NI/Strong/P061/Sadness/021.jpeg,021.jpeg,oulucasia-P061-Sadness-021.jpg,P061,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10022,oulucasia,nir,data/B_OriginalImg/NI/Strong/P061/Surprise/012.jpeg,012.jpeg,oulucasia-P061-Surprise-012.jpg,P061,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10023,oulucasia,nir,data/B_OriginalImg/NI/Strong/P061/Surprise/015.jpeg,015.jpeg,oulucasia-P061-Surprise-015.jpg,P061,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10024,oulucasia,nir,data/B_OriginalImg/NI/Strong/P061/Surprise/003.jpeg,003.jpeg,oulucasia-P061-Surprise-003.jpg,P061,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10025,oulucasia,nir,data/B_OriginalImg/NI/Strong/P061/Surprise/007.jpeg,007.jpeg,oulucasia-P061-Surprise-007.jpg,P061,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10026,oulucasia,nir,data/B_OriginalImg/NI/Strong/P061/Surprise/001.jpeg,001.jpeg,oulucasia-P061-Surprise-001.jpg,P061,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10027,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Anger/007.jpeg,007.jpeg,oulucasia-P062-Anger-007.jpg,P062,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10028,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Anger/005.jpeg,005.jpeg,oulucasia-P062-Anger-005.jpg,P062,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10029,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Anger/000.jpeg,000.jpeg,oulucasia-P062-Anger-000.jpg,P062,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10030,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Anger/015.jpeg,015.jpeg,oulucasia-P062-Anger-015.jpg,P062,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10031,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Anger/021.jpeg,021.jpeg,oulucasia-P062-Anger-021.jpg,P062,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10032,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Disgust/021.jpeg,021.jpeg,oulucasia-P062-Disgust-021.jpg,P062,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg
10033,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Disgust/022.jpeg,022.jpeg,oulucasia-P062-Disgust-022.jpg,P062,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg
10034,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Disgust/007.jpeg,007.jpeg,oulucasia-P062-Disgust-007.jpg,P062,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10035,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Disgust/006.jpeg,006.jpeg,oulucasia-P062-Disgust-006.jpg,P062,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10036,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Disgust/005.jpeg,005.jpeg,oulucasia-P062-Disgust-005.jpg,P062,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10037,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Fear/022.jpeg,022.jpeg,oulucasia-P062-Fear-022.jpg,P062,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg
10038,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Fear/004.jpeg,004.jpeg,oulucasia-P062-Fear-004.jpg,P062,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10039,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Fear/011.jpeg,011.jpeg,oulucasia-P062-Fear-011.jpg,P062,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10040,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Fear/003.jpeg,003.jpeg,oulucasia-P062-Fear-003.jpg,P062,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10041,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Fear/012.jpeg,012.jpeg,oulucasia-P062-Fear-012.jpg,P062,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10042,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Happiness/020.jpeg,020.jpeg,oulucasia-P062-Happiness-020.jpg,P062,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10043,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Happiness/000.jpeg,000.jpeg,oulucasia-P062-Happiness-000.jpg,P062,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10044,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Happiness/011.jpeg,011.jpeg,oulucasia-P062-Happiness-011.jpg,P062,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10045,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Happiness/005.jpeg,005.jpeg,oulucasia-P062-Happiness-005.jpg,P062,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10046,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Happiness/008.jpeg,008.jpeg,oulucasia-P062-Happiness-008.jpg,P062,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10047,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Sadness/018.jpeg,018.jpeg,oulucasia-P062-Sadness-018.jpg,P062,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10048,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Sadness/014.jpeg,014.jpeg,oulucasia-P062-Sadness-014.jpg,P062,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10049,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Sadness/006.jpeg,006.jpeg,oulucasia-P062-Sadness-006.jpg,P062,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10050,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Sadness/017.jpeg,017.jpeg,oulucasia-P062-Sadness-017.jpg,P062,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10051,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Sadness/003.jpeg,003.jpeg,oulucasia-P062-Sadness-003.jpg,P062,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10052,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Surprise/023.jpeg,023.jpeg,oulucasia-P062-Surprise-023.jpg,P062,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10053,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Surprise/002.jpeg,002.jpeg,oulucasia-P062-Surprise-002.jpg,P062,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10054,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Surprise/012.jpeg,012.jpeg,oulucasia-P062-Surprise-012.jpg,P062,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10055,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Surprise/020.jpeg,020.jpeg,oulucasia-P062-Surprise-020.jpg,P062,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10056,oulucasia,nir,data/B_OriginalImg/NI/Strong/P062/Surprise/005.jpeg,005.jpeg,oulucasia-P062-Surprise-005.jpg,P062,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10087,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Anger/010.jpeg,010.jpeg,oulucasia-P064-Anger-010.jpg,P064,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10088,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Anger/020.jpeg,020.jpeg,oulucasia-P064-Anger-020.jpg,P064,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10089,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Anger/001.jpeg,001.jpeg,oulucasia-P064-Anger-001.jpg,P064,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10090,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Anger/009.jpeg,009.jpeg,oulucasia-P064-Anger-009.jpg,P064,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10091,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Anger/017.jpeg,017.jpeg,oulucasia-P064-Anger-017.jpg,P064,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10092,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Disgust/002.jpeg,002.jpeg,oulucasia-P064-Disgust-002.jpg,P064,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10093,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Disgust/014.jpeg,014.jpeg,oulucasia-P064-Disgust-014.jpg,P064,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10094,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Disgust/009.jpeg,009.jpeg,oulucasia-P064-Disgust-009.jpg,P064,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10095,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Disgust/013.jpeg,013.jpeg,oulucasia-P064-Disgust-013.jpg,P064,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10096,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Disgust/010.jpeg,010.jpeg,oulucasia-P064-Disgust-010.jpg,P064,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10097,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Fear/019.jpeg,019.jpeg,oulucasia-P064-Fear-019.jpg,P064,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg
10098,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Fear/002.jpeg,002.jpeg,oulucasia-P064-Fear-002.jpg,P064,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10099,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Fear/009.jpeg,009.jpeg,oulucasia-P064-Fear-009.jpg,P064,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10100,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Fear/023.jpeg,023.jpeg,oulucasia-P064-Fear-023.jpg,P064,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg
10101,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Fear/022.jpeg,022.jpeg,oulucasia-P064-Fear-022.jpg,P064,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg
10102,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Happiness/019.jpeg,019.jpeg,oulucasia-P064-Happiness-019.jpg,P064,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10103,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Happiness/005.jpeg,005.jpeg,oulucasia-P064-Happiness-005.jpg,P064,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10104,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Happiness/002.jpeg,002.jpeg,oulucasia-P064-Happiness-002.jpg,P064,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10105,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Happiness/009.jpeg,009.jpeg,oulucasia-P064-Happiness-009.jpg,P064,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10106,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Happiness/014.jpeg,014.jpeg,oulucasia-P064-Happiness-014.jpg,P064,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10107,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Sadness/001.jpeg,001.jpeg,oulucasia-P064-Sadness-001.jpg,P064,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10108,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Sadness/003.jpeg,003.jpeg,oulucasia-P064-Sadness-003.jpg,P064,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10109,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Sadness/004.jpeg,004.jpeg,oulucasia-P064-Sadness-004.jpg,P064,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10110,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Sadness/016.jpeg,016.jpeg,oulucasia-P064-Sadness-016.jpg,P064,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10111,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Sadness/021.jpeg,021.jpeg,oulucasia-P064-Sadness-021.jpg,P064,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10112,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Surprise/011.jpeg,011.jpeg,oulucasia-P064-Surprise-011.jpg,P064,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10113,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Surprise/000.jpeg,000.jpeg,oulucasia-P064-Surprise-000.jpg,P064,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10114,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Surprise/017.jpeg,017.jpeg,oulucasia-P064-Surprise-017.jpg,P064,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10115,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Surprise/016.jpeg,016.jpeg,oulucasia-P064-Surprise-016.jpg,P064,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10116,oulucasia,nir,data/B_OriginalImg/NI/Strong/P064/Surprise/005.jpeg,005.jpeg,oulucasia-P064-Surprise-005.jpg,P064,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10117,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Anger/002.jpeg,002.jpeg,oulucasia-P065-Anger-002.jpg,P065,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10118,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Anger/010.jpeg,010.jpeg,oulucasia-P065-Anger-010.jpg,P065,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10119,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Anger/023.jpeg,023.jpeg,oulucasia-P065-Anger-023.jpg,P065,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10120,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Anger/013.jpeg,013.jpeg,oulucasia-P065-Anger-013.jpg,P065,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10121,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Anger/017.jpeg,017.jpeg,oulucasia-P065-Anger-017.jpg,P065,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10122,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Disgust/009.jpeg,009.jpeg,oulucasia-P065-Disgust-009.jpg,P065,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10123,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Disgust/014.jpeg,014.jpeg,oulucasia-P065-Disgust-014.jpg,P065,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10124,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Disgust/016.jpeg,016.jpeg,oulucasia-P065-Disgust-016.jpg,P065,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg
10125,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Disgust/020.jpeg,020.jpeg,oulucasia-P065-Disgust-020.jpg,P065,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg
10126,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Disgust/000.jpeg,000.jpeg,oulucasia-P065-Disgust-000.jpg,P065,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10127,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Fear/020.jpeg,020.jpeg,oulucasia-P065-Fear-020.jpg,P065,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg
10128,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Fear/016.jpeg,016.jpeg,oulucasia-P065-Fear-016.jpg,P065,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10129,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Fear/015.jpeg,015.jpeg,oulucasia-P065-Fear-015.jpg,P065,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10130,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Fear/006.jpeg,006.jpeg,oulucasia-P065-Fear-006.jpg,P065,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10131,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Fear/002.jpeg,002.jpeg,oulucasia-P065-Fear-002.jpg,P065,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10132,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Happiness/014.jpeg,014.jpeg,oulucasia-P065-Happiness-014.jpg,P065,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10133,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Happiness/012.jpeg,012.jpeg,oulucasia-P065-Happiness-012.jpg,P065,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10134,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Happiness/003.jpeg,003.jpeg,oulucasia-P065-Happiness-003.jpg,P065,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10135,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Happiness/009.jpeg,009.jpeg,oulucasia-P065-Happiness-009.jpg,P065,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10136,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Happiness/002.jpeg,002.jpeg,oulucasia-P065-Happiness-002.jpg,P065,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10137,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Sadness/017.jpeg,017.jpeg,oulucasia-P065-Sadness-017.jpg,P065,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10138,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Sadness/013.jpeg,013.jpeg,oulucasia-P065-Sadness-013.jpg,P065,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10139,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Sadness/015.jpeg,015.jpeg,oulucasia-P065-Sadness-015.jpg,P065,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10140,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Sadness/019.jpeg,019.jpeg,oulucasia-P065-Sadness-019.jpg,P065,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10141,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Sadness/007.jpeg,007.jpeg,oulucasia-P065-Sadness-007.jpg,P065,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10142,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Surprise/002.jpeg,002.jpeg,oulucasia-P065-Surprise-002.jpg,P065,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10143,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Surprise/005.jpeg,005.jpeg,oulucasia-P065-Surprise-005.jpg,P065,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10144,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Surprise/016.jpeg,016.jpeg,oulucasia-P065-Surprise-016.jpg,P065,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10145,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Surprise/017.jpeg,017.jpeg,oulucasia-P065-Surprise-017.jpg,P065,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10146,oulucasia,nir,data/B_OriginalImg/NI/Strong/P065/Surprise/008.jpeg,008.jpeg,oulucasia-P065-Surprise-008.jpg,P065,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10177,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Anger/007.jpeg,007.jpeg,oulucasia-P067-Anger-007.jpg,P067,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10178,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Anger/005.jpeg,005.jpeg,oulucasia-P067-Anger-005.jpg,P067,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10179,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Anger/000.jpeg,000.jpeg,oulucasia-P067-Anger-000.jpg,P067,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10180,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Anger/013.jpeg,013.jpeg,oulucasia-P067-Anger-013.jpg,P067,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10181,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Anger/021.jpeg,021.jpeg,oulucasia-P067-Anger-021.jpg,P067,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10182,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Disgust/023.jpeg,023.jpeg,oulucasia-P067-Disgust-023.jpg,P067,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg
10183,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Disgust/013.jpeg,013.jpeg,oulucasia-P067-Disgust-013.jpg,P067,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10184,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Disgust/010.jpeg,010.jpeg,oulucasia-P067-Disgust-010.jpg,P067,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10185,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Disgust/024.jpeg,024.jpeg,oulucasia-P067-Disgust-024.jpg,P067,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg
10186,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Disgust/007.jpeg,007.jpeg,oulucasia-P067-Disgust-007.jpg,P067,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10187,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Fear/004.jpeg,004.jpeg,oulucasia-P067-Fear-004.jpg,P067,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10188,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Fear/013.jpeg,013.jpeg,oulucasia-P067-Fear-013.jpg,P067,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10189,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Fear/019.jpeg,019.jpeg,oulucasia-P067-Fear-019.jpg,P067,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10190,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Fear/023.jpeg,023.jpeg,oulucasia-P067-Fear-023.jpg,P067,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg
10191,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Fear/018.jpeg,018.jpeg,oulucasia-P067-Fear-018.jpg,P067,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10192,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Happiness/002.jpeg,002.jpeg,oulucasia-P067-Happiness-002.jpg,P067,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10193,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Happiness/013.jpeg,013.jpeg,oulucasia-P067-Happiness-013.jpg,P067,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10194,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Happiness/020.jpeg,020.jpeg,oulucasia-P067-Happiness-020.jpg,P067,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10195,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Happiness/021.jpeg,021.jpeg,oulucasia-P067-Happiness-021.jpg,P067,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10196,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Happiness/014.jpeg,014.jpeg,oulucasia-P067-Happiness-014.jpg,P067,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10197,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Sadness/017.jpeg,017.jpeg,oulucasia-P067-Sadness-017.jpg,P067,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10198,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Sadness/004.jpeg,004.jpeg,oulucasia-P067-Sadness-004.jpg,P067,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10199,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Sadness/013.jpeg,013.jpeg,oulucasia-P067-Sadness-013.jpg,P067,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
