,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
8846,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Happiness/017.jpeg,017.jpeg,oulucasia-P022-Happiness-017.jpg,P022,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8847,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Sadness/003.jpeg,003.jpeg,oulucasia-P022-Sadness-003.jpg,P022,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8848,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Sadness/013.jpeg,013.jpeg,oulucasia-P022-Sadness-013.jpg,P022,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
8849,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Sadness/005.jpeg,005.jpeg,oulucasia-P022-Sadness-005.jpg,P022,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8850,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Sadness/002.jpeg,002.jpeg,oulucasia-P022-Sadness-002.jpg,P022,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8851,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Sadness/006.jpeg,006.jpeg,oulucasia-P022-Sadness-006.jpg,P022,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8852,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Surprise/009.jpeg,009.jpeg,oulucasia-P022-Surprise-009.jpg,P022,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
8853,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Surprise/008.jpeg,008.jpeg,oulucasia-P022-Surprise-008.jpg,P022,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
8854,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Surprise/003.jpeg,003.jpeg,oulucasia-P022-Surprise-003.jpg,P022,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
8855,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Surprise/010.jpeg,010.jpeg,oulucasia-P022-Surprise-010.jpg,P022,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
8856,oulucasia,nir,data/B_OriginalImg/NI/Strong/P022/Surprise/002.jpeg,002.jpeg,oulucasia-P022-Surprise-002.jpg,P022,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8857,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Anger/003.jpeg,003.jpeg,oulucasia-P023-Anger-003.jpg,P023,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8858,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Anger/004.jpeg,004.jpeg,oulucasia-P023-Anger-004.jpg,P023,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8859,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Anger/016.jpeg,016.jpeg,oulucasia-P023-Anger-016.jpg,P023,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8860,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Anger/005.jpeg,005.jpeg,oulucasia-P023-Anger-005.jpg,P023,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8861,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Anger/007.jpeg,007.jpeg,oulucasia-P023-Anger-007.jpg,P023,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8862,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Disgust/030.jpeg,030.jpeg,oulucasia-P023-Disgust-030.jpg,P023,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
8863,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Disgust/023.jpeg,023.jpeg,oulucasia-P023-Disgust-023.jpg,P023,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8864,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Disgust/014.jpeg,014.jpeg,oulucasia-P023-Disgust-014.jpg,P023,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8865,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Disgust/025.jpeg,025.jpeg,oulucasia-P023-Disgust-025.jpg,P023,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
8866,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Disgust/018.jpeg,018.jpeg,oulucasia-P023-Disgust-018.jpg,P023,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8867,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Fear/005.jpeg,005.jpeg,oulucasia-P023-Fear-005.jpg,P023,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8868,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Fear/006.jpeg,006.jpeg,oulucasia-P023-Fear-006.jpg,P023,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8869,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Fear/003.jpeg,003.jpeg,oulucasia-P023-Fear-003.jpg,P023,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8870,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Fear/004.jpeg,004.jpeg,oulucasia-P023-Fear-004.jpg,P023,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8871,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Fear/010.jpeg,010.jpeg,oulucasia-P023-Fear-010.jpg,P023,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8872,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Happiness/018.jpeg,018.jpeg,oulucasia-P023-Happiness-018.jpg,P023,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
8873,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Happiness/006.jpeg,006.jpeg,oulucasia-P023-Happiness-006.jpg,P023,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8874,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Happiness/001.jpeg,001.jpeg,oulucasia-P023-Happiness-001.jpg,P023,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8875,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Happiness/019.jpeg,019.jpeg,oulucasia-P023-Happiness-019.jpg,P023,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
8876,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Happiness/015.jpeg,015.jpeg,oulucasia-P023-Happiness-015.jpg,P023,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
8877,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Sadness/006.jpeg,006.jpeg,oulucasia-P023-Sadness-006.jpg,P023,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8878,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Sadness/014.jpeg,014.jpeg,oulucasia-P023-Sadness-014.jpg,P023,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8879,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Sadness/024.jpeg,024.jpeg,oulucasia-P023-Sadness-024.jpg,P023,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8880,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Sadness/027.jpeg,027.jpeg,oulucasia-P023-Sadness-027.jpg,P023,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8881,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Sadness/037.jpeg,037.jpeg,oulucasia-P023-Sadness-037.jpg,P023,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
8882,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Surprise/002.jpeg,002.jpeg,oulucasia-P023-Surprise-002.jpg,P023,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8883,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Surprise/012.jpeg,012.jpeg,oulucasia-P023-Surprise-012.jpg,P023,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
8884,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Surprise/015.jpeg,015.jpeg,oulucasia-P023-Surprise-015.jpg,P023,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
8885,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Surprise/000.jpeg,000.jpeg,oulucasia-P023-Surprise-000.jpg,P023,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8886,oulucasia,nir,data/B_OriginalImg/NI/Strong/P023/Surprise/003.jpeg,003.jpeg,oulucasia-P023-Surprise-003.jpg,P023,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8887,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Anger/021.jpeg,021.jpeg,oulucasia-P024-Anger-021.jpg,P024,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
8888,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Anger/009.jpeg,009.jpeg,oulucasia-P024-Anger-009.jpg,P024,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8889,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Anger/003.jpeg,003.jpeg,oulucasia-P024-Anger-003.jpg,P024,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8890,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Anger/001.jpeg,001.jpeg,oulucasia-P024-Anger-001.jpg,P024,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8891,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Anger/014.jpeg,014.jpeg,oulucasia-P024-Anger-014.jpg,P024,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8892,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Disgust/016.jpeg,016.jpeg,oulucasia-P024-Disgust-016.jpg,P024,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8893,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Disgust/024.jpeg,024.jpeg,oulucasia-P024-Disgust-024.jpg,P024,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
8894,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Disgust/006.jpeg,006.jpeg,oulucasia-P024-Disgust-006.jpg,P024,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8895,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Disgust/007.jpeg,007.jpeg,oulucasia-P024-Disgust-007.jpg,P024,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8896,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Disgust/018.jpeg,018.jpeg,oulucasia-P024-Disgust-018.jpg,P024,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8897,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Fear/008.jpeg,008.jpeg,oulucasia-P024-Fear-008.jpg,P024,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8898,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Fear/017.jpeg,017.jpeg,oulucasia-P024-Fear-017.jpg,P024,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8899,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Fear/018.jpeg,018.jpeg,oulucasia-P024-Fear-018.jpg,P024,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
8900,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Fear/019.jpeg,019.jpeg,oulucasia-P024-Fear-019.jpg,P024,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
8901,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Fear/011.jpeg,011.jpeg,oulucasia-P024-Fear-011.jpg,P024,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8902,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Happiness/009.jpeg,009.jpeg,oulucasia-P024-Happiness-009.jpg,P024,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8903,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Happiness/010.jpeg,010.jpeg,oulucasia-P024-Happiness-010.jpg,P024,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8904,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Happiness/005.jpeg,005.jpeg,oulucasia-P024-Happiness-005.jpg,P024,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8905,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Happiness/021.jpeg,021.jpeg,oulucasia-P024-Happiness-021.jpg,P024,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
8906,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Happiness/001.jpeg,001.jpeg,oulucasia-P024-Happiness-001.jpg,P024,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8907,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Sadness/007.jpeg,007.jpeg,oulucasia-P024-Sadness-007.jpg,P024,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8908,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Sadness/006.jpeg,006.jpeg,oulucasia-P024-Sadness-006.jpg,P024,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8909,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Sadness/011.jpeg,011.jpeg,oulucasia-P024-Sadness-011.jpg,P024,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
8910,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Sadness/000.jpeg,000.jpeg,oulucasia-P024-Sadness-000.jpg,P024,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8911,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Sadness/009.jpeg,009.jpeg,oulucasia-P024-Sadness-009.jpg,P024,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
8912,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Surprise/021.jpeg,021.jpeg,oulucasia-P024-Surprise-021.jpg,P024,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
8913,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Surprise/006.jpeg,006.jpeg,oulucasia-P024-Surprise-006.jpg,P024,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
8914,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Surprise/011.jpeg,011.jpeg,oulucasia-P024-Surprise-011.jpg,P024,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
8915,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Surprise/013.jpeg,013.jpeg,oulucasia-P024-Surprise-013.jpg,P024,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
8916,oulucasia,nir,data/B_OriginalImg/NI/Strong/P024/Surprise/008.jpeg,008.jpeg,oulucasia-P024-Surprise-008.jpg,P024,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
8917,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Anger/018.jpeg,018.jpeg,oulucasia-P025-Anger-018.jpg,P025,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
8918,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Anger/010.jpeg,010.jpeg,oulucasia-P025-Anger-010.jpg,P025,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8919,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Anger/005.jpeg,005.jpeg,oulucasia-P025-Anger-005.jpg,P025,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8920,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Anger/013.jpeg,013.jpeg,oulucasia-P025-Anger-013.jpg,P025,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8921,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Anger/017.jpeg,017.jpeg,oulucasia-P025-Anger-017.jpg,P025,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8922,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Disgust/002.jpeg,002.jpeg,oulucasia-P025-Disgust-002.jpg,P025,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8923,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Disgust/008.jpeg,008.jpeg,oulucasia-P025-Disgust-008.jpg,P025,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8924,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Disgust/006.jpeg,006.jpeg,oulucasia-P025-Disgust-006.jpg,P025,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8925,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Disgust/011.jpeg,011.jpeg,oulucasia-P025-Disgust-011.jpg,P025,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8926,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Disgust/014.jpeg,014.jpeg,oulucasia-P025-Disgust-014.jpg,P025,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
8927,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Fear/016.jpeg,016.jpeg,oulucasia-P025-Fear-016.jpg,P025,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8928,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Fear/036.jpeg,036.jpeg,oulucasia-P025-Fear-036.jpg,P025,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
8929,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Fear/030.jpeg,030.jpeg,oulucasia-P025-Fear-030.jpg,P025,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8930,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Fear/010.jpeg,010.jpeg,oulucasia-P025-Fear-010.jpg,P025,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8931,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Fear/024.jpeg,024.jpeg,oulucasia-P025-Fear-024.jpg,P025,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8932,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Happiness/009.jpeg,009.jpeg,oulucasia-P025-Happiness-009.jpg,P025,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8933,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Happiness/026.jpeg,026.jpeg,oulucasia-P025-Happiness-026.jpg,P025,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
8934,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Happiness/003.jpeg,003.jpeg,oulucasia-P025-Happiness-003.jpg,P025,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8935,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Happiness/014.jpeg,014.jpeg,oulucasia-P025-Happiness-014.jpg,P025,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8936,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Happiness/021.jpeg,021.jpeg,oulucasia-P025-Happiness-021.jpg,P025,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8937,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Sadness/025.jpeg,025.jpeg,oulucasia-P025-Sadness-025.jpg,P025,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
8938,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Sadness/016.jpeg,016.jpeg,oulucasia-P025-Sadness-016.jpg,P025,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8939,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Sadness/022.jpeg,022.jpeg,oulucasia-P025-Sadness-022.jpg,P025,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8940,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Sadness/030.jpeg,030.jpeg,oulucasia-P025-Sadness-030.jpg,P025,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
8941,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Sadness/009.jpeg,009.jpeg,oulucasia-P025-Sadness-009.jpg,P025,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8942,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Surprise/003.jpeg,003.jpeg,oulucasia-P025-Surprise-003.jpg,P025,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8943,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Surprise/019.jpeg,019.jpeg,oulucasia-P025-Surprise-019.jpg,P025,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
8944,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Surprise/001.jpeg,001.jpeg,oulucasia-P025-Surprise-001.jpg,P025,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8945,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Surprise/000.jpeg,000.jpeg,oulucasia-P025-Surprise-000.jpg,P025,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8946,oulucasia,nir,data/B_OriginalImg/NI/Strong/P025/Surprise/020.jpeg,020.jpeg,oulucasia-P025-Surprise-020.jpg,P025,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
8947,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Anger/002.jpeg,002.jpeg,oulucasia-P026-Anger-002.jpg,P026,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8948,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Anger/015.jpeg,015.jpeg,oulucasia-P026-Anger-015.jpg,P026,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8949,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Anger/018.jpeg,018.jpeg,oulucasia-P026-Anger-018.jpg,P026,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
8950,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Anger/009.jpeg,009.jpeg,oulucasia-P026-Anger-009.jpg,P026,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8951,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Anger/014.jpeg,014.jpeg,oulucasia-P026-Anger-014.jpg,P026,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8952,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Disgust/011.jpeg,011.jpeg,oulucasia-P026-Disgust-011.jpg,P026,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8953,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Disgust/008.jpeg,008.jpeg,oulucasia-P026-Disgust-008.jpg,P026,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8954,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Disgust/005.jpeg,005.jpeg,oulucasia-P026-Disgust-005.jpg,P026,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8955,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Disgust/004.jpeg,004.jpeg,oulucasia-P026-Disgust-004.jpg,P026,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8956,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Disgust/014.jpeg,014.jpeg,oulucasia-P026-Disgust-014.jpg,P026,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
8957,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Fear/007.jpeg,007.jpeg,oulucasia-P026-Fear-007.jpg,P026,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8958,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Fear/017.jpeg,017.jpeg,oulucasia-P026-Fear-017.jpg,P026,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8959,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Fear/000.jpeg,000.jpeg,oulucasia-P026-Fear-000.jpg,P026,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8960,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Fear/006.jpeg,006.jpeg,oulucasia-P026-Fear-006.jpg,P026,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8961,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Fear/004.jpeg,004.jpeg,oulucasia-P026-Fear-004.jpg,P026,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8962,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Happiness/020.jpeg,020.jpeg,oulucasia-P026-Happiness-020.jpg,P026,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8963,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Happiness/022.jpeg,022.jpeg,oulucasia-P026-Happiness-022.jpg,P026,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
