,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name
1683,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/017.jpeg,017.jpeg,oulucasia-P014-Sadness-017.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.7727789808634471,-0.3679899908873558,Sad
1684,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/018.jpeg,018.jpeg,oulucasia-P014-Sadness-018.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.7820586028131437,-0.37240885848244937,Sad
1685,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/019.jpeg,019.jpeg,oulucasia-P014-Sadness-019.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.790057206048227,-0.3762177171658225,Sad
1686,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/020.jpeg,020.jpeg,oulucasia-P014-Sadness-020.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.7969516306335281,-0.3795007764921563,Sad
1687,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/021.jpeg,021.jpeg,oulucasia-P014-Sadness-021.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.8028943044936234,-0.3823306211874397,Sad
1688,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/022.jpeg,022.jpeg,oulucasia-P014-Sadness-022.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.808016613421732,-0.38476981591511056,Sad
1689,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/023.jpeg,023.jpeg,oulucasia-P014-Sadness-023.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.8124318058709036,-0.38687228850995414,Sad
1690,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/024.jpeg,024.jpeg,oulucasia-P014-Sadness-024.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.8162374967491418,-0.38868452226149613,Sad
1691,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/025.jpeg,025.jpeg,oulucasia-P014-Sadness-025.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.8195178255745418,-0.3902465836069247,Sad
1692,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/026.jpeg,026.jpeg,oulucasia-P014-Sadness-026.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.822345316704807,-0.39159300795467006,Sad
1693,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/027.jpeg,027.jpeg,oulucasia-P014-Sadness-027.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.8247824827687165,-0.3927535632231984,Sad
1694,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/028.jpeg,028.jpeg,oulucasia-P014-Sadness-028.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.8268832067495958,-0.393753907975998,Sad
1695,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/029.jpeg,029.jpeg,oulucasia-P014-Sadness-029.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.828693933277095,-0.3946161587033786,Sad
1696,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/030.jpeg,030.jpeg,oulucasia-P014-Sadness-030.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.8302546954653842,-0.3953593787930401,Sad
1697,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Sadness/031.jpeg,031.jpeg,oulucasia-P014-Sadness-031.jpeg,P014,Sadness,jpeg,cauca,2.0,-0.8316,-0.396,Sad
1698,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/000.jpeg,000.jpeg,oulucasia-P014-Surprise-000.jpeg,P014,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral
1699,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/001.jpeg,001.jpeg,oulucasia-P014-Surprise-001.jpeg,P014,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral
1700,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/002.jpeg,002.jpeg,oulucasia-P014-Surprise-002.jpeg,P014,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral
1701,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/003.jpeg,003.jpeg,oulucasia-P014-Surprise-003.jpeg,P014,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral
1702,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/004.jpeg,004.jpeg,oulucasia-P014-Surprise-004.jpeg,P014,Surprise,jpeg,cauca,0.0,0.19218559008586117,0.5445258385766066,Neutral
1703,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/005.jpeg,005.jpeg,oulucasia-P014-Surprise-005.jpeg,P014,Surprise,jpeg,cauca,3.0,0.21652321793378626,0.6134824508123944,Surprise
1704,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/006.jpeg,006.jpeg,oulucasia-P014-Surprise-006.jpeg,P014,Surprise,jpeg,cauca,3.0,0.23536695929904347,0.6668730513472898,Surprise
1705,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/007.jpeg,007.jpeg,oulucasia-P014-Surprise-007.jpeg,P014,Surprise,jpeg,cauca,3.0,0.24995698388399823,0.7082114543379949,Surprise
1706,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/008.jpeg,008.jpeg,oulucasia-P014-Surprise-008.jpeg,P014,Surprise,jpeg,cauca,3.0,0.2612535100495535,0.7402182784737349,Surprise
1707,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/009.jpeg,009.jpeg,oulucasia-P014-Surprise-009.jpeg,P014,Surprise,jpeg,cauca,3.0,0.27,0.765,Surprise
1708,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/010.jpeg,010.jpeg,oulucasia-P014-Surprise-010.jpeg,P014,Surprise,jpeg,cauca,3.0,0.27677208951956617,0.7841875869721042,Surprise
1709,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/011.jpeg,011.jpeg,oulucasia-P014-Surprise-011.jpeg,P014,Surprise,jpeg,cauca,3.0,0.28201547249043174,0.79904383872289,Surprise
1710,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/012.jpeg,012.jpeg,oulucasia-P014-Surprise-012.jpeg,P014,Surprise,jpeg,cauca,3.0,0.28607523349916164,0.8105464949142913,Surprise
1711,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/013.jpeg,013.jpeg,oulucasia-P014-Surprise-013.jpeg,P014,Surprise,jpeg,cauca,3.0,0.2892185590085861,0.8194525838576606,Surprise
1712,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/014.jpeg,014.jpeg,oulucasia-P014-Surprise-014.jpeg,P014,Surprise,jpeg,cauca,3.0,0.29165232179337863,0.8263482450812394,Surprise
1713,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/015.jpeg,015.jpeg,oulucasia-P014-Surprise-015.jpeg,P014,Surprise,jpeg,cauca,3.0,0.29353669592990433,0.831687305134729,Surprise
1714,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/016.jpeg,016.jpeg,oulucasia-P014-Surprise-016.jpeg,P014,Surprise,jpeg,cauca,3.0,0.2949956983883998,0.8358211454337995,Surprise
1715,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/017.jpeg,017.jpeg,oulucasia-P014-Surprise-017.jpeg,P014,Surprise,jpeg,cauca,3.0,0.29612535100495535,0.8390218278473734,Surprise
1716,oulucasia,vis,data/B_OriginalImg/VL/Strong/P014/Surprise/018.jpeg,018.jpeg,oulucasia-P014-Surprise-018.jpeg,P014,Surprise,jpeg,cauca,3.0,0.297,0.8415,Surprise
1717,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/000.jpeg,000.jpeg,oulucasia-P015-Anger-000.jpeg,P015,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
1718,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/001.jpeg,001.jpeg,oulucasia-P015-Anger-001.jpeg,P015,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
1719,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/002.jpeg,002.jpeg,oulucasia-P015-Anger-002.jpeg,P015,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
1720,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/003.jpeg,003.jpeg,oulucasia-P015-Anger-003.jpeg,P015,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
1721,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/004.jpeg,004.jpeg,oulucasia-P015-Anger-004.jpeg,P015,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
1722,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/005.jpeg,005.jpeg,oulucasia-P015-Anger-005.jpeg,P015,Anger,jpeg,cauca,0.0,-0.2855075636945342,0.5191046612627895,Neutral
1723,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/006.jpeg,006.jpeg,oulucasia-P015-Anger-006.jpeg,P015,Anger,jpeg,cauca,6.0,-0.3146864217888247,0.5721571305251358,Anger
1724,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/007.jpeg,007.jpeg,oulucasia-P015-Anger-007.jpeg,P015,Anger,jpeg,cauca,6.0,-0.33835429319634097,0.6151896239933472,Anger
1725,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/008.jpeg,008.jpeg,oulucasia-P015-Anger-008.jpeg,P015,Anger,jpeg,cauca,6.0,-0.3575520333941431,0.6500946061711693,Anger
1726,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/009.jpeg,009.jpeg,oulucasia-P015-Anger-009.jpeg,P015,Anger,jpeg,cauca,6.0,-0.3731239123500709,0.6784071133637654,Anger
1727,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/010.jpeg,010.jpeg,oulucasia-P015-Anger-010.jpeg,P015,Anger,jpeg,cauca,6.0,-0.3857547434645491,0.7013722608446348,Anger
1728,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/011.jpeg,011.jpeg,oulucasia-P015-Anger-011.jpeg,P015,Anger,jpeg,cauca,6.0,-0.396,0.72,Anger
1729,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/012.jpeg,012.jpeg,oulucasia-P015-Anger-012.jpeg,P015,Anger,jpeg,cauca,6.0,-0.4043102434452538,0.7351095335368251,Anger
1730,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/013.jpeg,013.jpeg,oulucasia-P015-Anger-013.jpeg,P015,Anger,jpeg,cauca,6.0,-0.411050938115067,0.7473653420273946,Anger
1731,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/014.jpeg,014.jpeg,oulucasia-P015-Anger-014.jpeg,P015,Anger,jpeg,cauca,6.0,-0.41651852338269224,0.7573064061503496,Anger
1732,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/015.jpeg,015.jpeg,oulucasia-P015-Anger-015.jpeg,P015,Anger,jpeg,cauca,6.0,-0.42095345036323456,0.7653699097513356,Anger
1733,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/016.jpeg,016.jpeg,oulucasia-P015-Anger-016.jpeg,P015,Anger,jpeg,cauca,6.0,-0.42455075636945344,0.771910466126279,Anger
1734,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/017.jpeg,017.jpeg,oulucasia-P015-Anger-017.jpeg,P015,Anger,jpeg,cauca,6.0,-0.4274686421788825,0.7772157130525136,Anger
1735,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/018.jpeg,018.jpeg,oulucasia-P015-Anger-018.jpeg,P015,Anger,jpeg,cauca,6.0,-0.4298354293196341,0.7815189623993348,Anger
1736,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/019.jpeg,019.jpeg,oulucasia-P015-Anger-019.jpeg,P015,Anger,jpeg,cauca,6.0,-0.4317552033394143,0.785009460617117,Anger
1737,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/020.jpeg,020.jpeg,oulucasia-P015-Anger-020.jpeg,P015,Anger,jpeg,cauca,6.0,-0.4333123912350071,0.7878407113363766,Anger
1738,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/021.jpeg,021.jpeg,oulucasia-P015-Anger-021.jpeg,P015,Anger,jpeg,cauca,6.0,-0.43457547434645494,0.7901372260844635,Anger
1739,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Anger/022.jpeg,022.jpeg,oulucasia-P015-Anger-022.jpeg,P015,Anger,jpeg,cauca,6.0,-0.4356,0.792,Anger
1740,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/000.jpeg,000.jpeg,oulucasia-P015-Disgust-000.jpeg,P015,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral
1741,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/001.jpeg,001.jpeg,oulucasia-P015-Disgust-001.jpeg,P015,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral
1742,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/002.jpeg,002.jpeg,oulucasia-P015-Disgust-002.jpeg,P015,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral
1743,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/003.jpeg,003.jpeg,oulucasia-P015-Disgust-003.jpeg,P015,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral
1744,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/004.jpeg,004.jpeg,oulucasia-P015-Disgust-004.jpeg,P015,Disgust,jpeg,cauca,0.0,-0.4376142297492237,0.341886116991581,Neutral
1745,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/005.jpeg,005.jpeg,oulucasia-P015-Disgust-005.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.48823208283765407,0.38143131471691727,Disgust
1746,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/006.jpeg,006.jpeg,oulucasia-P015-Disgust-006.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.5261901177575089,0.41108602949805384,Disgust
1747,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/007.jpeg,007.jpeg,oulucasia-P015-Disgust-007.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.5546546283415472,0.4333239283918338,Disgust
1748,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/008.jpeg,008.jpeg,oulucasia-P015-Disgust-008.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.5760000000000001,0.45,Disgust
1749,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/009.jpeg,009.jpeg,oulucasia-P015-Disgust-009.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.5920067706027229,0.4625052895333772,Disgust
1750,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/010.jpeg,010.jpeg,oulucasia-P015-Disgust-010.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.6040101551878176,0.47188293374048257,Disgust
1751,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/011.jpeg,011.jpeg,oulucasia-P015-Disgust-011.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.6130114237805707,0.4789151748285709,Disgust
1752,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/012.jpeg,012.jpeg,oulucasia-P015-Disgust-012.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.6197614229749224,0.4841886116991581,Disgust
1753,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/013.jpeg,013.jpeg,oulucasia-P015-Disgust-013.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.6248232082837655,0.48814313147169175,Disgust
1754,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/014.jpeg,014.jpeg,oulucasia-P015-Disgust-014.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.6286190117757509,0.4911086029498054,Disgust
1755,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/015.jpeg,015.jpeg,oulucasia-P015-Disgust-015.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.6314654628341547,0.4933323928391834,Disgust
1756,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Disgust/016.jpeg,016.jpeg,oulucasia-P015-Disgust-016.jpeg,P015,Disgust,jpeg,cauca,5.0,-0.6336,0.495,Disgust
1757,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/000.jpeg,000.jpeg,oulucasia-P015-Fear-000.jpeg,P015,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral
1758,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/001.jpeg,001.jpeg,oulucasia-P015-Fear-001.jpeg,P015,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral
1759,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/002.jpeg,002.jpeg,oulucasia-P015-Fear-002.jpeg,P015,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral
1760,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/003.jpeg,003.jpeg,oulucasia-P015-Fear-003.jpeg,P015,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral
1761,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/004.jpeg,004.jpeg,oulucasia-P015-Fear-004.jpeg,P015,Fear,jpeg,cauca,4.0,-0.07071355435374764,0.5657084348299811,Fear
1762,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/005.jpeg,005.jpeg,oulucasia-P015-Fear-005.jpeg,P015,Fear,jpeg,cauca,4.0,-0.07845565309968117,0.6276452247974493,Fear
1763,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/006.jpeg,006.jpeg,oulucasia-P015-Fear-006.jpeg,P015,Fear,jpeg,cauca,4.0,-0.08415106807538887,0.673208544603111,Fear
1764,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/007.jpeg,007.jpeg,oulucasia-P015-Fear-007.jpeg,P015,Fear,jpeg,cauca,4.0,-0.08834085598820168,0.7067268479056135,Fear
1765,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/008.jpeg,008.jpeg,oulucasia-P015-Fear-008.jpeg,P015,Fear,jpeg,cauca,4.0,-0.09142304101409106,0.7313843281127285,Fear
1766,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/009.jpeg,009.jpeg,oulucasia-P015-Fear-009.jpeg,P015,Fear,jpeg,cauca,4.0,-0.09369042655519808,0.7495234124415846,Fear
1767,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/010.jpeg,010.jpeg,oulucasia-P015-Fear-010.jpeg,P015,Fear,jpeg,cauca,4.0,-0.09535841116638723,0.7628672893310978,Fear
1768,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/011.jpeg,011.jpeg,oulucasia-P015-Fear-011.jpeg,P015,Fear,jpeg,cauca,4.0,-0.0965854511261664,0.7726836090093312,Fear
1769,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/012.jpeg,012.jpeg,oulucasia-P015-Fear-012.jpeg,P015,Fear,jpeg,cauca,4.0,-0.09748811356849042,0.7799049085479234,Fear
1770,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/013.jpeg,013.jpeg,oulucasia-P015-Fear-013.jpeg,P015,Fear,jpeg,cauca,4.0,-0.09815215020257771,0.7852172016206217,Fear
1771,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/014.jpeg,014.jpeg,oulucasia-P015-Fear-014.jpeg,P015,Fear,jpeg,cauca,4.0,-0.09864064360912148,0.7891251488729718,Fear
1772,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Fear/015.jpeg,015.jpeg,oulucasia-P015-Fear-015.jpeg,P015,Fear,jpeg,cauca,4.0,-0.099,0.792,Fear
1773,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/000.jpeg,000.jpeg,oulucasia-P015-Happiness-000.jpeg,P015,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral
1774,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/001.jpeg,001.jpeg,oulucasia-P015-Happiness-001.jpeg,P015,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral
1775,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/002.jpeg,002.jpeg,oulucasia-P015-Happiness-002.jpeg,P015,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral
1776,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/003.jpeg,003.jpeg,oulucasia-P015-Happiness-003.jpeg,P015,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral
1777,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/004.jpeg,004.jpeg,oulucasia-P015-Happiness-004.jpeg,P015,Happiness,jpeg,cauca,0.0,0.6086853258846026,0.09924217269857649,Neutral
1778,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/005.jpeg,005.jpeg,oulucasia-P015-Happiness-005.jpeg,P015,Happiness,jpeg,cauca,1.0,0.6825607382815372,0.11128707689372888,Happy
1779,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/006.jpeg,006.jpeg,oulucasia-P015-Happiness-006.jpeg,P015,Happiness,jpeg,cauca,1.0,0.7389054108496317,0.12047370829070081,Happy
1780,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/007.jpeg,007.jpeg,oulucasia-P015-Happiness-007.jpeg,P015,Happiness,jpeg,cauca,1.0,0.781879412940448,0.1274803390663774,Happy
1781,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/008.jpeg,008.jpeg,oulucasia-P015-Happiness-008.jpeg,P015,Happiness,jpeg,cauca,1.0,0.8146556235656781,0.13282428645092575,Happy
1782,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/009.jpeg,009.jpeg,oulucasia-P015-Happiness-009.jpeg,P015,Happiness,jpeg,cauca,1.0,0.8396539930607785,0.13690010756425736,Happy
1783,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/010.jpeg,010.jpeg,oulucasia-P015-Happiness-010.jpeg,P015,Happiness,jpeg,cauca,1.0,0.8587202141245558,0.14000873056378627,Happy
1784,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/011.jpeg,011.jpeg,oulucasia-P015-Happiness-011.jpeg,P015,Happiness,jpeg,cauca,1.0,0.8732619939684002,0.14237967292963047,Happy
1785,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/012.jpeg,012.jpeg,oulucasia-P015-Happiness-012.jpeg,P015,Happiness,jpeg,cauca,1.0,0.8843529888918036,0.14418798731931579,Happy
1786,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/013.jpeg,013.jpeg,oulucasia-P015-Happiness-013.jpeg,P015,Happiness,jpeg,cauca,1.0,0.8928120750361335,0.14556718614719566,Happy
1787,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/014.jpeg,014.jpeg,oulucasia-P015-Happiness-014.jpeg,P015,Happiness,jpeg,cauca,1.0,0.8992638080764399,0.1466190991428978,Happy
1788,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/015.jpeg,015.jpeg,oulucasia-P015-Happiness-015.jpeg,P015,Happiness,jpeg,cauca,1.0,0.9041845357429011,0.14742139169721213,Happy
1789,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/016.jpeg,016.jpeg,oulucasia-P015-Happiness-016.jpeg,P015,Happiness,jpeg,cauca,1.0,0.9079375677757217,0.14803329909386764,Happy
1790,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Happiness/017.jpeg,017.jpeg,oulucasia-P015-Happiness-017.jpeg,P015,Happiness,jpeg,cauca,1.0,0.9108,0.1485,Happy
1791,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/000.jpeg,000.jpeg,oulucasia-P015-Sadness-000.jpeg,P015,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
1792,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/001.jpeg,001.jpeg,oulucasia-P015-Sadness-001.jpeg,P015,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
1793,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/002.jpeg,002.jpeg,oulucasia-P015-Sadness-002.jpeg,P015,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
1794,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/003.jpeg,003.jpeg,oulucasia-P015-Sadness-003.jpeg,P015,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
1795,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/004.jpeg,004.jpeg,oulucasia-P015-Sadness-004.jpeg,P015,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
1796,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/005.jpeg,005.jpeg,oulucasia-P015-Sadness-005.jpeg,P015,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
1797,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/006.jpeg,006.jpeg,oulucasia-P015-Sadness-006.jpeg,P015,Sadness,jpeg,cauca,0.0,-0.5618498579546234,-0.26754755140696357,Neutral
1798,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/007.jpeg,007.jpeg,oulucasia-P015-Sadness-007.jpeg,P015,Sadness,jpeg,cauca,2.0,-0.6086447889195941,-0.2898308518664734,Sad
1799,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/008.jpeg,008.jpeg,oulucasia-P015-Sadness-008.jpeg,P015,Sadness,jpeg,cauca,2.0,-0.647567117167507,-0.3083652938892891,Sad
1800,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/009.jpeg,009.jpeg,oulucasia-P015-Sadness-009.jpeg,P015,Sadness,jpeg,cauca,2.0,-0.6799412996910872,-0.3237815712814701,Sad
1801,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/010.jpeg,010.jpeg,oulucasia-P015-Sadness-010.jpeg,P015,Sadness,jpeg,cauca,2.0,-0.7068689718332665,-0.3366042723015555,Sad
1802,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/011.jpeg,011.jpeg,oulucasia-P015-Sadness-011.jpeg,P015,Sadness,jpeg,cauca,2.0,-0.7292664339612618,-0.34726973045774373,Sad
1803,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/012.jpeg,012.jpeg,oulucasia-P015-Sadness-012.jpeg,P015,Sadness,jpeg,cauca,2.0,-0.7478958315239724,-0.3561408721542726,Sad
1804,oulucasia,vis,data/B_OriginalImg/VL/Strong/P015/Sadness/013.jpeg,013.jpeg,oulucasia-P015-Sadness-013.jpeg,P015,Sadness,jpeg,cauca,2.0,-0.7633910894941036,-0.36351956642576366,Sad
